date,open,high,low,close,volume
2025-10-17 10:00:00,124.6641,126.3151,124.6641,125.1788,3930368
2025-10-20 10:00:00,126.0043,127.3446,125.645,126.5385,1993499
2025-10-21 10:00:00,126.1889,127.6845,125.8295,126.4802,2457767
2025-10-22 10:00:00,127.704,128.005,126.1209,126.354,2575867
2025-10-23 10:00:00,126.9367,127.8594,126.3249,126.8882,2049615
2025-10-24 10:00:00,127.432,129.8309,126.723,129.2773,2773765
2025-10-27 10:00:00,129.9474,131.5014,127.1018,128.2381,2221463
2025-10-28 10:00:00,128.2381,128.5878,127.1018,128.0439,1904538
2025-10-29 10:00:00,128.1896,128.8985,127.4029,127.4709,1446962
2025-10-30 10:00:00,127.131,129.0734,126.6745,128.073,1934088
2025-10-31 10:00:00,128.9665,129.0831,127.1407,128.0342,1858718
2025-11-03 10:00:00,129.4424,129.5978,127.9662,129.4619,2077415
2025-11-04 10:00:00,129.4327,130.5399,128.7043,129.7629,1791688
2025-11-05 10:00:00,129.7629,133.0942,129.1705,132.3366,3198186
2025-11-06 10:00:00,133.2398,134.4441,132.2007,132.492,3745134
2025-11-07 10:00:00,132.1715,133.2593,131.5402,133.1621,2138267
2025-11-10 10:00:00,134.2985,134.5607,132.0938,133.0553,2346668
2025-11-11 10:00:00,131.7927,135.2211,130.2582,133.6963,8400580
2025-11-12 10:00:00,134.0265,137.3383,133.0456,137.3383,4282301
2025-11-13 10:00:00,137.0761,139.1254,135.2891,136.6973,6131753
2025-11-14 10:00:00,136.6973,139.4847,136.6973,138.9797,4872289
2025-11-17 10:00:00,138.9797,139.1642,134.8618,135.0948,4295172
2025-11-18 10:00:00,135.0948,135.6581,132.0355,132.1618,3390112
2025-11-19 10:00:00,131.5596,133.9197,131.2877,132.7348,2947364
2025-11-21 10:00:00,133.065,133.8031,131.7927,133.133,2828955
2025-11-24 10:00:00,133.1233,136.5711,132.9388,136.5711,4330798
2025-11-25 10:00:00,137.62,138.2221,135.3376,136.5905,2075768
2025-11-26 10:00:00,137.1052,138.8243,136.8139,137.4063,2665550
2025-11-27 10:00:00,137.5909,138.4941,137.2606,137.7657,1265539
2025-11-28 10:00:00,138.4164,138.4164,135.5222,136.9304,2149902
2025-12-01 10:00:00,136.4351,137.2024,135.2988,135.7067,2802287
2025-12-02 10:00:00,136.1632,140.5142,135.7747,139.7372,7397910
2025-12-03 10:00:00,139.8052,140.2034,137.1247,137.6977,2868596
2025-12-04 10:00:00,138.193,139.5624,137.8434,139.3196,2281182
2025-12-05 10:00:00,139.4653,141.3106,132.3852,133.4632,6011799
2025-12-08 10:00:00,134.5121,134.9589,131.2294,133.2398,3370549
2025-12-09 10:00:00,131.8802,133.6769,129.8115,132.4143,2401136
2025-12-10 10:00:00,132.424,133.2884,129.9474,131.1226,3006363
2025-12-11 10:00:00,130.9672,132.123,129.9474,130.637,2445411
2025-12-12 10:00:00,131.1129,133.3855,130.841,132.9096,2261207
2025-12-15 10:00:00,133.706,135.7456,132.8805,134.9977,3023352
2025-12-16 10:00:00,133.1524,133.1621,129.9086,129.9086,3409881
2025-12-17 10:00:00,128.6849,131.1809,127.432,129.86,5461556
2025-12-18 10:00:00,129.1705,132.2104,128.8791,131.414,2600167
2025-12-19 10:00:00,130.064,134.8812,130.064,132.4143,9409737
2025-12-22 10:00:00,132.5211,132.8028,130.1708,132.5697,2186661
2025-12-23 10:00:00,133.2204,137.1732,132.7154,136.9693,6874232
2025-12-26 10:00:00,135.5,135.52,131.96,134.05,2109900
2025-12-29 10:00:00,133.75,134.87,131.66,132.41,2314800
2025-12-30 10:00:00,134.0,134.0,132.45,133.39,2217600
2026-01-02 10:00:00,133.88,134.4,132.01,133.07,3038800
2026-01-05 10:00:00,133.05,133.05,130.41,131.26,2672800
2026-01-06 10:00:00,132.76,133.88,130.09,130.48,2495200
2026-01-07 10:00:00,130.62,131.32,128.69,129.71,2535300
2026-01-08 10:00:00,129.8,131.55,129.13,131.46,2750500
2026-01-09 10:00:00,132.0,133.0,131.05,131.5,2741800
2026-01-12 10:00:00,131.23,131.23,126.55,127.26,3852200
2026-01-13 10:00:00,126.5,127.26,124.2,124.48,5083000
2026-01-14 10:00:00,125.14,125.69,122.94,124.95,3083100
2026-01-15 13:45:06,125.73,125.74,123.7,123.98,1852600
